Grafico delle catture,,,,
DateTime,Numero di insetti,Nuove catture (per evento),Recensito,Evento
17.08.2024 00:02:00,0,0,Si,
18.08.2024 00:04:00,0,0,Si,
19.08.2024 00:00:00,0,0,Si,
20.08.2024 00:02:00,1,1,Si,
21.08.2024 00:04:00,1,0,Si,
22.08.2024 00:00:00,2,1,Si,
23.08.2024 00:02:00,3,1,Si,
