Dati meteo storici,,,,
DateTime,Media Temperatura,Temperatura Intervallo,,Media Umidità
01.08.2024 19:00:00,"35,22","34,1","36,1","24,28"
01.08.2024 20:00:00,"33,33","32,5",34,"24,05"
01.08.2024 21:00:00,"31,48","30,9","32,4","26,9"
01.08.2024 22:00:00,"30,25","29,8","30,8","29,15"
01.08.2024 23:00:00,"29,05","28,3","29,7","30,67"
02.08.2024 00:00:00,27,"25,7","28,2","55,43"
02.08.2024 01:00:00,"25,14","24,2","25,7","75,31"
02.08.2024 02:00:00,"23,1","22,5",24,"84,02"
02.08.2024 03:00:00,"21,98","21,4","22,5","89,83"
02.08.2024 04:00:00,"21,27","21,1","21,5","93,05"
02.08.2024 05:00:00,"21,02","20,9","21,1","90,95"
02.08.2024 06:00:00,"20,55","20,2","20,9","84,4"
02.08.2024 07:00:00,"20,87","20,2","21,9","90,46"
02.08.2024 08:00:00,"23,38","22,2","24,4","81,67"
02.08.2024 09:00:00,"26,01","24,7","26,8","71,96"
02.08.2024 10:00:00,"28,73","27,1","30,1","59,94"
02.08.2024 11:00:00,"31,26","30,4","32,2","49,08"
02.08.2024 12:00:00,"33,57","32,7","34,4","43,03"
02.08.2024 13:00:00,"35,04","34,6","35,7","40,38"
02.08.2024 14:00:00,"36,16","35,6","36,6","38,88"
02.08.2024 15:00:00,"36,51","36,1","37,2","38,68"
02.08.2024 16:00:00,"36,93","36,3","37,3","38,02"
02.08.2024 17:00:00,"33,25","31,7","35,5","50,3"
02.08.2024 18:00:00,"32,53","31,6","33,1","54,67"
02.08.2024 19:00:00,"30,13","29,3","31,4","60,46"
02.08.2024 20:00:00,"28,56","27,8","29,2","65,2"
02.08.2024 21:00:00,"26,93","26,3","27,6","71,03"
02.08.2024 22:00:00,"25,61","25,3","26,1","75,91"
02.08.2024 23:00:00,"24,74","24,4","25,3","78,48"
03.08.2024 00:00:00,"23,88","23,5","24,4","82,83"
03.08.2024 01:00:00,"23,58","23,3","23,8","85,13"
03.08.2024 02:00:00,"23,69","23,3","24,1","85,85"
03.08.2024 03:00:00,"23,57","23,4","23,7","86,1"
03.08.2024 04:00:00,"23,04","22,8","23,3","88,65"
03.08.2024 05:00:00,"22,76","22,7","22,8","90,19"
03.08.2024 06:00:00,"22,45","22,2","22,8","91,63"
03.08.2024 07:00:00,"23,43","22,9","24,3","90,1"
03.08.2024 08:00:00,"25,59","24,6","26,9","80,16"
03.08.2024 09:00:00,"28,45","27,2","29,7","68,23"
03.08.2024 10:00:00,"30,05","29,8","30,2","61,05"
03.08.2024 11:00:00,"30,9","29,7","31,9","61,13"
03.08.2024 12:00:00,"29,55","27,5","31,6","57,95"
03.08.2024 13:00:00,"24,46","22,9",27,"69,62"
03.08.2024 14:00:00,"24,92","24,5","25,7","70,32"
03.08.2024 15:00:00,"26,56","25,9","27,8","65,75"
03.08.2024 16:00:00,"28,53","27,6","30,3","59,42"
03.08.2024 17:00:00,"30,3","29,8","31,1","51,26"
03.08.2024 18:00:00,31,"30,9","31,2","47,94"
03.08.2024 19:00:00,"29,85","27,8","30,9","51,74"
03.08.2024 20:00:00,"25,51",25,"26,9","65,8"
03.08.2024 21:00:00,"24,68","23,9","25,3","69,7"
03.08.2024 22:00:00,"22,39","21,5","23,7","79,39"
03.08.2024 23:00:00,"21,1","20,7","21,4","85,71"
04.08.2024 00:00:00,"20,52","20,2","20,7","89,55"
04.08.2024 01:00:00,"19,89","19,6","20,3","92,3"
04.08.2024 02:00:00,"20,16","19,8",21,"91,45"
04.08.2024 03:00:00,"20,38","19,3","21,2","88,73"
04.08.2024 04:00:00,"19,19","19,1","19,2","93,94"
04.08.2024 05:00:00,"19,42","18,9","19,9","92,45"
04.08.2024 06:00:00,"18,9","18,5","19,5","93,12"
04.08.2024 07:00:00,"20,24","18,7","21,4","87,76"
04.08.2024 08:00:00,"22,42","21,3","24,3","79,56"
04.08.2024 09:00:00,"25,62","24,7","27,4","67,99"
04.08.2024 10:00:00,"28,95","27,7","30,5","59,16"
04.08.2024 11:00:00,"31,85","30,7","33,4","49,3"
04.08.2024 12:00:00,"33,63","33,1","34,3","41,94"
04.08.2024 13:00:00,"34,48",34,"34,9","40,14"
04.08.2024 14:00:00,"34,85","34,3","35,6","38,98"
04.08.2024 15:00:00,"35,15","34,4","35,8","36,88"
04.08.2024 16:00:00,"35,34","34,6","35,8","36,53"
04.08.2024 17:00:00,"34,03","33,3","34,5","39,06"
04.08.2024 18:00:00,"33,07","32,9","33,3","35,42"
04.08.2024 19:00:00,"31,4","30,6","32,7","38,07"
04.08.2024 20:00:00,"28,86","27,7","30,2","43,42"
04.08.2024 21:00:00,"26,52","26,2","27,5","52,41"
04.08.2024 22:00:00,"25,28","23,4","26,1","56,68"
04.08.2024 23:00:00,"22,15","21,5","22,9","69,63"
05.08.2024 00:00:00,"20,9","20,6","21,4","76,22"
05.08.2024 01:00:00,"20,22",20,"20,7","78,57"
05.08.2024 02:00:00,"19,95","19,8","20,2","80,02"
05.08.2024 03:00:00,"20,19","19,8","20,4","76,95"
05.08.2024 04:00:00,"20,11","19,7","20,2","73,24"
05.08.2024 05:00:00,"19,31","19,1","19,5","73,98"
05.08.2024 06:00:00,"18,81","18,3","19,4","75,11"
05.08.2024 07:00:00,"19,95","19,3","20,9","71,19"
05.08.2024 08:00:00,"22,99","21,3","24,7","58,61"
05.08.2024 09:00:00,"26,57","25,1","28,2","47,5"
05.08.2024 10:00:00,"30,35","28,7","31,5","43,62"
05.08.2024 11:00:00,"33,33","31,9","34,3","38,25"
05.08.2024 12:00:00,"34,95","34,3","35,4","34,51"
05.08.2024 13:00:00,"35,67",35,"36,2","32,22"
05.08.2024 14:00:00,"36,67","36,3","37,2","30,32"
05.08.2024 15:00:00,"36,39",36,37,"30,97"
05.08.2024 16:00:00,"35,56","34,3","36,3","35,64"
05.08.2024 17:00:00,"34,43","33,9","34,7","38,26"
05.08.2024 18:00:00,"33,5","33,1","33,9","39,48"
05.08.2024 19:00:00,"32,05",31,"33,2","43,09"
05.08.2024 20:00:00,"29,22",28,"30,6","51,96"
05.08.2024 21:00:00,"27,25","26,8","27,8","60,43"
05.08.2024 22:00:00,"26,11","25,5","26,7","66,55"
05.08.2024 23:00:00,"24,53","23,5","25,6","73,15"
06.08.2024 00:00:00,"23,67","23,5",24,"75,8"
06.08.2024 01:00:00,"22,86","22,5","23,7","78,87"
06.08.2024 02:00:00,"22,26","22,2","22,5","81,18"
06.08.2024 03:00:00,"22,04","21,5","22,4","81,59"
06.08.2024 04:00:00,"21,25",21,"21,5","84,63"
06.08.2024 05:00:00,"20,58","20,3","20,9","87,95"
06.08.2024 06:00:00,"20,15",20,"20,3","90,28"
06.08.2024 07:00:00,"21,55","20,2","22,7","84,15"
06.08.2024 08:00:00,"24,32",23,"25,7","72,94"
06.08.2024 09:00:00,"27,54","26,1","29,1","62,45"
06.08.2024 10:00:00,"30,75","29,2","32,1","55,21"
06.08.2024 11:00:00,"33,41","32,6",34,"47,46"
06.08.2024 12:00:00,"34,92","34,1","35,6","43,5"
06.08.2024 13:00:00,"35,9","35,7","36,1","40,28"
06.08.2024 14:00:00,"36,75","35,9","37,3","36,25"
06.08.2024 15:00:00,"36,65","35,8","37,2","36,06"
06.08.2024 16:00:00,"35,95",35,"36,7","37,56"
06.08.2024 17:00:00,"34,6","33,2","35,2","38,47"
06.08.2024 18:00:00,"32,65","30,9","33,9","41,49"
06.08.2024 19:00:00,"30,18","29,6","30,8","48,78"
06.08.2024 20:00:00,"28,91","28,1","29,4","52,67"
06.08.2024 21:00:00,"27,41","27,3","27,9","55,97"
06.08.2024 22:00:00,"26,04","24,6","27,3","60,57"
06.08.2024 23:00:00,"24,06","23,8","24,4","68,44"
07.08.2024 00:00:00,"23,25","22,9","23,7","73,86"
07.08.2024 01:00:00,"22,64","22,4","22,9","78,21"
07.08.2024 02:00:00,"23,29","22,8","23,5","74,94"
07.08.2024 03:00:00,"22,4","22,1","23,2","78,2"
07.08.2024 04:00:00,"23,22","22,5","23,6","75,05"
07.08.2024 05:00:00,"23,12","22,9","23,5","75,94"
07.08.2024 06:00:00,"21,9","21,2","22,8","81,71"
07.08.2024 07:00:00,"21,72","21,2","22,9","84,76"
07.08.2024 08:00:00,"24,58","23,2",26,"73,77"
07.08.2024 09:00:00,"27,55","26,3","28,8","62,87"
07.08.2024 10:00:00,"30,93","29,2","32,6","51,06"
07.08.2024 11:00:00,"34,05",33,"35,6","42,56"
07.08.2024 12:00:00,"36,12","35,5",37,"38,95"
07.08.2024 13:00:00,"36,67","35,2","37,6","37,78"
07.08.2024 14:00:00,"35,03","34,2","36,2","40,33"
07.08.2024 15:00:00,"37,2","35,9","37,7","37,05"
07.08.2024 16:00:00,"33,93",33,"34,9","43,19"
07.08.2024 17:00:00,"32,04","30,9","34,6","47,51"
07.08.2024 18:00:00,"30,12","29,4","30,7","52,93"
07.08.2024 19:00:00,"28,78","28,3","29,3","57,72"
07.08.2024 20:00:00,"26,84","21,9","28,2","63,52"
07.08.2024 21:00:00,"19,75","19,2","21,4","93,08"
07.08.2024 22:00:00,"19,45","19,3","19,5","98,18"
07.08.2024 23:00:00,"19,34","19,2","19,5","98,41"
08.08.2024 00:00:00,"19,35","19,2","19,7","96,83"
08.08.2024 01:00:00,"19,42","19,1","19,6","94,38"
08.08.2024 02:00:00,"18,91","18,7","19,3","95,71"
08.08.2024 03:00:00,"18,75","18,6","19,2","94,83"
08.08.2024 04:00:00,"18,02","17,7","18,5","97,19"
08.08.2024 05:00:00,"18,01","17,7","18,2","94,74"
08.08.2024 06:00:00,"18,05","17,9","18,2","91,73"
08.08.2024 07:00:00,"18,84","18,2","19,6","86,5"
08.08.2024 08:00:00,"21,08","19,8","22,8","79,16"
08.08.2024 09:00:00,"24,39",23,"25,8","69,74"
08.08.2024 10:00:00,"27,7","26,2","29,1","56,94"
08.08.2024 11:00:00,"30,48","29,2","31,7","49,75"
08.08.2024 12:00:00,"32,24","31,7","32,7","44,45"
08.08.2024 13:00:00,"33,2","32,8","33,7","43,01"
08.08.2024 14:00:00,"33,97","33,7","34,3","41,85"
08.08.2024 15:00:00,"34,45","33,9","34,7","39,33"
08.08.2024 16:00:00,"34,84","34,6",35,"37,46"
08.08.2024 17:00:00,"34,45","34,3","34,7","38,1"
08.08.2024 18:00:00,"34,23","33,5","34,6","38,85"
08.08.2024 19:00:00,"34,11","33,4","34,7","40,39"
08.08.2024 20:00:00,"30,52","27,9","32,9","49,25"
08.08.2024 21:00:00,"27,17","26,9","27,5","62,35"
08.08.2024 22:00:00,"25,69","24,3","26,8","72,55"
08.08.2024 23:00:00,"23,65",23,"24,2","79,44"
09.08.2024 00:00:00,"22,87","22,6","23,4","84,11"
09.08.2024 01:00:00,"21,87","21,3","22,5","88,27"
09.08.2024 02:00:00,"21,15",21,"21,3","88,05"
09.08.2024 03:00:00,"21,19",21,"21,9","86,7"
09.08.2024 04:00:00,"22,54","22,2","22,8","79,01"
09.08.2024 05:00:00,"21,95","21,2","22,4","80,93"
09.08.2024 06:00:00,"20,63","20,1","21,2","87,46"
09.08.2024 07:00:00,"20,44","19,9","21,7","90,56"
09.08.2024 08:00:00,"23,45","22,1","24,8","77,02"
09.08.2024 09:00:00,"26,46","25,1","27,7","67,31"
09.08.2024 10:00:00,"29,4","27,9","30,8","58,5"
09.08.2024 11:00:00,"32,34",31,"33,6","47,64"
09.08.2024 12:00:00,"34,23","33,6","34,6","40,73"
09.08.2024 13:00:00,"35,8","35,3","36,3","36,21"
09.08.2024 14:00:00,"36,87","36,2","37,4","32,03"
09.08.2024 15:00:00,"37,2","36,6","37,6","32,1"
09.08.2024 16:00:00,"36,74","36,4",37,"33,51"
09.08.2024 17:00:00,36,"35,4","36,9","40,06"
09.08.2024 18:00:00,"34,36",34,"35,1","43,6"
09.08.2024 19:00:00,"32,57","31,8","33,7","45,27"
09.08.2024 20:00:00,"30,13","29,1","31,4","50,41"
09.08.2024 21:00:00,"28,02",27,"28,9","57,02"
09.08.2024 22:00:00,"25,32","24,7","26,5","67,76"
09.08.2024 23:00:00,24,"23,4","24,9","74,1"
10.08.2024 00:00:00,"23,99","23,2","24,9","76,94"
10.08.2024 01:00:00,"23,51","23,2","24,2","79,36"
10.08.2024 02:00:00,"23,36","22,8","23,8","80,05"
10.08.2024 03:00:00,"24,13","23,1","24,6","74,55"
10.08.2024 04:00:00,"22,75","22,3","23,2","78,04"
10.08.2024 05:00:00,"21,96","21,6","23,2","80,33"
10.08.2024 06:00:00,"22,84","22,4","23,5","74,31"
10.08.2024 07:00:00,"22,6","22,2","23,7","75,39"
10.08.2024 08:00:00,"25,27","24,1","26,3","67,71"
10.08.2024 09:00:00,"27,93","26,6","29,2","61,46"
10.08.2024 10:00:00,"30,85","29,6","31,9","53,49"
10.08.2024 11:00:00,"33,77","32,2",35,"42,57"
10.08.2024 12:00:00,"36,2","35,6","36,6","36,84"
10.08.2024 13:00:00,"37,08","36,5","37,9","35,48"
10.08.2024 14:00:00,"37,81","37,5","38,2","34,91"
10.08.2024 15:00:00,"37,34","36,9","37,8","34,71"
10.08.2024 16:00:00,"37,55","36,8","37,9","33,82"
10.08.2024 17:00:00,"37,1","36,4","37,4","34,76"
10.08.2024 18:00:00,"35,59",35,"36,1","39,22"
10.08.2024 19:00:00,"34,07","32,9",35,"40,08"
10.08.2024 20:00:00,"30,81","29,6","32,3","47,86"
10.08.2024 21:00:00,"28,8","28,2","29,4","52,14"
10.08.2024 22:00:00,"26,32","25,1","28,1","61,22"
10.08.2024 23:00:00,"24,22","23,5","24,9","70,51"
11.08.2024 00:00:00,"23,58","23,4","23,7","76,06"
11.08.2024 01:00:00,"24,79","23,6","25,7","70,29"
11.08.2024 02:00:00,"25,23","24,9","25,7","67,92"
11.08.2024 03:00:00,"25,17","24,5","25,4","67,49"
11.08.2024 04:00:00,"23,66","23,1","24,3","73,11"
11.08.2024 05:00:00,"24,16","23,7","24,5","69,76"
11.08.2024 06:00:00,"23,57",23,"24,4","71,92"
11.08.2024 07:00:00,"22,96","22,7","23,4","76,55"
11.08.2024 08:00:00,"25,02","23,6","26,7","70,27"
11.08.2024 09:00:00,"28,53",27,"30,1","57,49"
11.08.2024 10:00:00,"31,68","30,3",33,"44,99"
11.08.2024 11:00:00,"34,49","33,5","35,4","38,54"
11.08.2024 12:00:00,"36,77","35,8","37,7","32,87"
11.08.2024 13:00:00,"37,76","37,3","38,2","29,8"
11.08.2024 14:00:00,"38,59",38,"38,9","28,86"
11.08.2024 15:00:00,"38,54","38,2","38,9","30,16"
11.08.2024 16:00:00,"38,56","38,3","38,7","30,08"
11.08.2024 17:00:00,"37,69","36,8","38,3","32,67"
11.08.2024 18:00:00,"35,53","34,7","36,5","40,96"
11.08.2024 19:00:00,"33,69","33,1","34,3","40,32"
11.08.2024 20:00:00,"31,55","30,4","32,8","44,78"
11.08.2024 21:00:00,"29,2","28,1","30,3","52,13"
11.08.2024 22:00:00,"26,12","25,3","27,9","62,58"
11.08.2024 23:00:00,"25,65","25,3","26,4","66,71"
12.08.2024 00:00:00,"26,3","26,2","26,5","64,15"
12.08.2024 01:00:00,"26,05","25,8","26,3","64,35"
12.08.2024 02:00:00,"25,97","25,4","26,3","63,84"
12.08.2024 03:00:00,"25,14","24,6","26,1","66,03"
12.08.2024 04:00:00,"23,94","23,5","24,5","70,22"
12.08.2024 05:00:00,"23,76","23,5",24,"69,78"
12.08.2024 06:00:00,"23,5","22,7",24,"69,36"
12.08.2024 07:00:00,"23,67","22,6","24,7","68,89"
12.08.2024 08:00:00,"25,93","24,9","27,2","61,95"
12.08.2024 09:00:00,29,"27,5","30,7","54,16"
12.08.2024 10:00:00,"32,25","31,2","33,7","45,33"
12.08.2024 11:00:00,"34,95","33,9","35,7","38,68"
12.08.2024 12:00:00,"36,89","35,7","37,8","34,57"
12.08.2024 13:00:00,"38,18","37,7","38,8","30,8"
12.08.2024 14:00:00,"39,2","38,7","39,9","29,05"
12.08.2024 15:00:00,"39,26","39,1","39,8","28,75"
12.08.2024 16:00:00,"39,86","39,5","40,2","27,75"
12.08.2024 17:00:00,"37,74","35,8","39,5","31,38"
12.08.2024 18:00:00,"34,88","34,1","35,7","36,74"
12.08.2024 19:00:00,"32,88","32,1","33,8","40,6"
12.08.2024 20:00:00,"31,25","30,5","31,9","44,17"
12.08.2024 21:00:00,"29,03","27,2","30,4","50,78"
12.08.2024 22:00:00,"27,24","26,9","27,5","58,82"
12.08.2024 23:00:00,"27,48","27,4","27,7","58,18"
13.08.2024 00:00:00,"26,69","26,1","27,4","60,05"
13.08.2024 01:00:00,"26,12","25,8","26,3","60,88"
13.08.2024 02:00:00,"26,31",26,"26,4","59,56"
13.08.2024 03:00:00,"26,11",26,"26,3","59,78"
13.08.2024 04:00:00,"25,53",25,"25,9","61,39"
13.08.2024 05:00:00,"24,78","23,6","25,2","64,33"
13.08.2024 06:00:00,"22,44","22,2","23,2","74,15"
13.08.2024 07:00:00,"23,58","22,5","24,6","70,62"
13.08.2024 08:00:00,"26,09","24,8","27,1","61,3"
13.08.2024 09:00:00,"29,23","27,4","30,5","53,69"
13.08.2024 10:00:00,"32,04","30,7","33,4","47,71"
13.08.2024 11:00:00,"35,03","33,7","36,6",42
13.08.2024 12:00:00,"37,3","36,3",38,"36,99"
13.08.2024 13:00:00,"34,84","34,3","36,6","41,65"
13.08.2024 14:00:00,"37,84","34,8","39,5","35,34"
13.08.2024 15:00:00,"39,49","39,1","40,1","30,05"
13.08.2024 16:00:00,"37,59","36,6","38,7","34,76"
13.08.2024 17:00:00,"36,83","36,3","37,1","38,07"
13.08.2024 18:00:00,"34,37","31,2",37,"39,51"
13.08.2024 19:00:00,"30,23","29,3",31,"43,05"
13.08.2024 20:00:00,"28,69","28,4","29,2","51,53"
13.08.2024 21:00:00,"27,98",27,"28,4","55,93"
13.08.2024 22:00:00,"26,91","26,5","27,6","61,62"
13.08.2024 23:00:00,"25,95","25,2","27,7","66,89"
14.08.2024 00:00:00,"26,55",26,"26,9","58,01"
14.08.2024 01:00:00,"26,73","26,6","26,8","54,13"
14.08.2024 02:00:00,"26,89","26,6","27,1","53,46"
14.08.2024 03:00:00,"26,91","26,8",27,"53,7"
14.08.2024 04:00:00,"25,35","24,3","26,8","59,33"
14.08.2024 05:00:00,"23,23","22,4",24,"66,72"
14.08.2024 06:00:00,"22,51","22,3","22,8","71,15"
14.08.2024 07:00:00,"23,45","22,4","24,7","66,57"
14.08.2024 08:00:00,"26,18","24,9","27,7","56,83"
14.08.2024 09:00:00,"29,45",28,"31,2","49,61"
14.08.2024 10:00:00,"32,82","31,6","34,3","42,57"
14.08.2024 11:00:00,"35,7","34,4","36,5","35,86"
14.08.2024 12:00:00,"37,62","36,8","38,3","32,16"
14.08.2024 13:00:00,"38,62","38,1","39,3","31,32"
14.08.2024 14:00:00,"39,5","38,9","40,2","29,89"
14.08.2024 15:00:00,"37,73",36,"39,8","31,7"
14.08.2024 16:00:00,"35,51","32,3","37,6","37,4"
14.08.2024 17:00:00,"27,33","25,1","30,7","75,05"
14.08.2024 18:00:00,"28,24","27,2","29,1","70,5"
14.08.2024 19:00:00,"26,71","26,5",27,"67,68"
14.08.2024 20:00:00,"26,57",26,"26,8","69,18"
14.08.2024 21:00:00,"25,58","25,3","25,8","67,64"
14.08.2024 22:00:00,"25,22","24,3","25,7","64,47"
14.08.2024 23:00:00,"24,12",24,"24,2","67,12"
15.08.2024 00:00:00,"24,37","24,1","24,6","63,63"
15.08.2024 01:00:00,"23,52","23,3",24,"70,24"
15.08.2024 02:00:00,"23,14","22,8","23,4","74,57"
15.08.2024 03:00:00,"21,71","21,1","22,6","83,45"
15.08.2024 04:00:00,"21,06","20,8","21,2","86,94"
15.08.2024 05:00:00,"21,5",21,22,"84,92"
15.08.2024 06:00:00,"20,75","20,2","21,6","88,09"
15.08.2024 07:00:00,"21,29","20,3","22,3","86,46"
15.08.2024 08:00:00,"23,59","22,5","24,7","78,18"
15.08.2024 09:00:00,"26,09","24,9","27,4","68,38"
15.08.2024 10:00:00,"28,79","27,7","29,8","58,3"
15.08.2024 11:00:00,"31,55","30,2","32,3","49,4"
15.08.2024 12:00:00,"33,35","32,4","34,1","43,88"
15.08.2024 13:00:00,"34,1","33,8","34,5","43,68"
15.08.2024 14:00:00,"33,81","33,3","34,2","44,82"
15.08.2024 15:00:00,"33,35","32,8",34,"44,09"
15.08.2024 16:00:00,"31,92","31,2","32,6","48,25"
15.08.2024 17:00:00,"30,78","30,4",31,"50,42"
15.08.2024 18:00:00,"29,53",29,"30,3","52,53"
15.08.2024 19:00:00,"28,76","28,4",29,"54,35"
15.08.2024 20:00:00,"27,61","26,8","28,3","56,69"
15.08.2024 21:00:00,"25,24","24,4","26,6","65,78"
15.08.2024 22:00:00,"24,56","24,4","24,7","70,28"
15.08.2024 23:00:00,"24,58","24,5","24,8","71,42"
16.08.2024 00:00:00,"24,87","24,7","25,2","71,62"
16.08.2024 01:00:00,"24,86","24,5","25,1","72,43"
16.08.2024 02:00:00,"24,05","23,8","24,4","76,15"
16.08.2024 03:00:00,"23,56","22,9","24,1","78,78"
16.08.2024 04:00:00,"22,21","21,8","22,7","85,17"
16.08.2024 05:00:00,"22,75","22,2","23,1","82,65"
16.08.2024 06:00:00,"21,63","21,4",22,"87,51"
16.08.2024 07:00:00,"22,45","21,7","23,2","85,24"
16.08.2024 08:00:00,"24,6","23,5",26,"76,6"
16.08.2024 09:00:00,"27,46","26,2","28,3","65,27"
16.08.2024 10:00:00,"29,9","28,7","30,6","56,58"
16.08.2024 11:00:00,"31,77","30,6","32,4","49,83"
16.08.2024 12:00:00,"32,08","31,9","32,3","48,81"
16.08.2024 13:00:00,"32,88","32,3","34,3","46,55"
16.08.2024 14:00:00,"34,54","33,6","35,6","42,95"
16.08.2024 15:00:00,"35,54",35,"35,8","41,59"
16.08.2024 16:00:00,"36,43","35,9","36,8","39,07"
16.08.2024 17:00:00,"35,31","32,5","36,4","41,15"
16.08.2024 18:00:00,"31,38","30,1",33,"48,14"
16.08.2024 19:00:00,"32,27","30,5","33,3","48,78"
16.08.2024 20:00:00,"28,94","27,8","30,2","56,21"
16.08.2024 21:00:00,"26,62","26,1","27,6","57,65"
16.08.2024 22:00:00,"25,91","25,7","26,2","65,35"
16.08.2024 23:00:00,"25,28","24,9","25,7","69,36"
17.08.2024 00:00:00,"24,76","24,2","25,1","72,46"
17.08.2024 01:00:00,"24,53",24,"25,3","69,37"
17.08.2024 02:00:00,"25,73","25,5","25,9","59,58"
17.08.2024 03:00:00,"24,16","23,5","25,1","64,68"
17.08.2024 04:00:00,"23,49","23,4","23,6","68,24"
17.08.2024 05:00:00,"23,55","23,3","23,8","69,07"
17.08.2024 06:00:00,"23,41","23,2","23,6","70,93"
17.08.2024 07:00:00,"23,54","23,4","23,9","72,37"
17.08.2024 08:00:00,"25,38","24,1","26,8","64,51"
17.08.2024 09:00:00,"28,43",27,"29,9","54,69"
17.08.2024 10:00:00,"31,25","30,1","31,9","46,73"
17.08.2024 11:00:00,"33,68",32,35,"40,01"
17.08.2024 12:00:00,"36,1","35,3","36,9","35,7"
17.08.2024 13:00:00,"36,09","34,5","37,3","34,4"
17.08.2024 14:00:00,"34,07","32,9","34,9","38,74"
17.08.2024 15:00:00,"34,68","32,9","35,9","37,43"
17.08.2024 16:00:00,"28,87",21,"33,4","56,35"
17.08.2024 17:00:00,"20,74","20,4","21,6","96,58"
17.08.2024 18:00:00,"23,89","22,1",25,"94,97"
17.08.2024 19:00:00,"25,06","24,7","25,4","91,56"
17.08.2024 20:00:00,"23,79","22,8","24,7","94,44"
17.08.2024 21:00:00,"21,78","21,1","22,6","96,4"
17.08.2024 22:00:00,"21,2","20,9","21,4","92,9"
17.08.2024 23:00:00,"21,01","20,7","21,4","91,69"
18.08.2024 00:00:00,"22,13","21,2","23,1","85,38"
18.08.2024 01:00:00,"22,64","22,1","23,3","80,12"
18.08.2024 02:00:00,"22,96","22,8","23,4","77,62"
18.08.2024 03:00:00,"22,81","22,6",23,"77,54"
18.08.2024 04:00:00,"22,59","22,3",23,"80,57"
18.08.2024 05:00:00,"22,74","22,3","22,9","79,18"
18.08.2024 06:00:00,"22,01","21,4","22,4","79,85"
18.08.2024 07:00:00,"22,04","21,6","22,9","80,01"
18.08.2024 08:00:00,"24,37","23,2","25,7","72,61"
18.08.2024 09:00:00,"26,46","25,9","27,4","63,44"
18.08.2024 10:00:00,"26,97","26,5","27,6","58,12"
18.08.2024 11:00:00,"26,53","26,3","26,8","61,87"
18.08.2024 12:00:00,"29,35",27,"32,1","54,16"
