Dati meteo storici,,,,
DateTime,Media Temperatura,Temperatura Intervallo,,Media Umidità
,,low,high,
30.07.2024 12:00:00,34,"33,6","34,4","36,44"
30.07.2024 13:00:00,"34,32","34,1","34,7","34,62"
30.07.2024 14:00:00,"34,38","33,9","34,8","34,43"
30.07.2024 15:00:00,"33,9","33,5","34,2","35,5"
30.07.2024 16:00:00,"33,05","32,8","33,3","35,22"
30.07.2024 17:00:00,"32,3","30,8","33,1","34,42"
30.07.2024 18:00:00,"29,59",28,"30,6","38,65"
30.07.2024 19:00:00,"27,41","26,9","27,9","41,42"
30.07.2024 20:00:00,"25,75","24,5","26,8","45,54"
30.07.2024 21:00:00,"23,34","22,3","24,3","55,77"
30.07.2024 22:00:00,"21,63","21,2","22,1","65,79"
30.07.2024 23:00:00,"22,15","21,5","22,9","65,21"
31.07.2024 00:00:00,"22,96","22,6","23,3","62,95"
31.07.2024 01:00:00,"21,49","20,6","22,2","68,72"
31.07.2024 02:00:00,"20,96","20,4","21,7","70,26"
31.07.2024 03:00:00,"20,3","19,6","20,6","72,63"
31.07.2024 04:00:00,"19,92","19,3","20,3","74,78"
31.07.2024 05:00:00,"21,51","20,1","23,4","71,38"
31.07.2024 06:00:00,"25,28","23,8","26,6","59,75"
31.07.2024 07:00:00,"29,26",27,"31,5","49,56"
31.07.2024 08:00:00,"32,08","31,6","32,8","42,15"
31.07.2024 09:00:00,"33,15","32,8","33,9","37,89"
31.07.2024 10:00:00,"34,07","32,6","35,1","36,33"
31.07.2024 11:00:00,"35,62","35,2","36,4","34,63"
31.07.2024 12:00:00,"36,34","35,8","36,8","32,95"
31.07.2024 13:00:00,"36,79","36,2","37,4","32,59"
31.07.2024 14:00:00,"37,04","36,5","37,4","32,95"
31.07.2024 15:00:00,"37,46",37,"37,9","32,35"
31.07.2024 16:00:00,"36,08","35,2","37,1","34,64"
31.07.2024 17:00:00,"33,67","31,9","35,2","39,98"
31.07.2024 18:00:00,"30,84","29,6","31,7","46,73"
31.07.2024 19:00:00,"28,48","27,6","29,4","52,62"
31.07.2024 20:00:00,"25,93","25,3","27,3","63,18"
31.07.2024 21:00:00,"23,57","22,6","25,3","73,64"
31.07.2024 22:00:00,"23,3","22,8","23,8","65,41"
31.07.2024 23:00:00,"23,1","22,7","23,8","60,96"
01.08.2024 00:00:00,"23,81","23,1","24,2","55,74"
01.08.2024 01:00:00,"22,88","22,4","23,5","59,55"
01.08.2024 02:00:00,"24,69","23,6","25,4","54,12"
01.08.2024 03:00:00,"25,17","24,8","25,5","54,35"
01.08.2024 04:00:00,"24,42","23,9","25,1","59,16"
01.08.2024 05:00:00,"24,56",24,"25,8","62,53"
01.08.2024 06:00:00,"27,66","26,2","28,8","54,85"
01.08.2024 07:00:00,"30,94","29,3","32,8","48,23"
01.08.2024 08:00:00,"33,7","32,8","34,6","43,84"
01.08.2024 09:00:00,"34,31","33,7","35,3","44,45"
01.08.2024 10:00:00,"35,41","35,1","35,8","42,52"
01.08.2024 11:00:00,"36,53","35,7","37,1","40,35"
01.08.2024 12:00:00,"38,16","37,2","39,2","34,9"
01.08.2024 13:00:00,"39,26","38,7","39,8","32,05"
01.08.2024 14:00:00,"39,35","38,7","39,7","31,73"
01.08.2024 15:00:00,"38,55","38,2","38,8","33,07"
01.08.2024 16:00:00,"37,78","36,6","38,4","28,64"
01.08.2024 17:00:00,"35,53","34,1","36,7","24,3"
01.08.2024 18:00:00,"33,52","32,6","34,1","23,99"
01.08.2024 19:00:00,"31,35","30,7","32,4","26,93"
01.08.2024 20:00:00,"29,94","29,2","30,7","29,88"
01.08.2024 21:00:00,"28,66","28,2","29,1","31,9"
01.08.2024 22:00:00,"26,65","25,1","28,3","58,1"
